trade_date,sequence,symbol,side,quantity,price,turnover,brokerage,stt_buy,stt_sell,exchange_transaction_charge,sebi_turnover_charge,gst,stamp_duty,dp_charges,total_cost,allocation_note
2016-04-04,1,INFY,BUY,27,607.08,16391.16,0,16.39,0,0.50,0.01,0.09,2.46,0,19.45,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-12-18,3,SBIN,BUY,96,308.15,29582.40,0,29.82,0.00,0.91,0.03,0.17,4.44,0.00,35.37,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-12-18,4,M&M,BUY,39,742.37,28952.43,0,29.18,0.00,0.89,0.03,0.16,4.34,0.00,34.60,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-01-15,1,M&M,SELL,39,769.62,30015.18,0,0.00,30.00,0.92,0.03,0.17,0.00,15.34,46.46,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-01-15,2,JINDALSTEL,BUY,114,267.18,30458.52,0,30.00,0.00,0.94,0.03,0.18,4.57,0.00,35.72,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-01-22,1,SBIN,SELL,96,308.20,29587.20,0,0.00,30.00,0.91,0.03,0.17,0.00,15.34,46.45,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-01-22,2,AXISBANK,BUY,49,596.25,29216.25,0,29.00,0.00,0.90,0.03,0.17,4.38,0.00,34.48,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-01-29,1,AXISBANK,SELL,49,614.24,30097.76,0,0.00,30.00,0.93,0.03,0.17,0.00,15.34,46.47,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-01-29,2,INFY,BUY,52,583.57,30345.64,0,30.00,0.00,0.93,0.03,0.18,4.55,0.00,35.69,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-02-05,1,TITAN,SELL,53,809.60,42908.80,0,0.00,43.00,1.32,0.05,0.24,0.00,15.34,59.95,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-02-05,2,TECHM,BUY,54,610.20,32950.80,0,33.00,0.00,1.01,0.03,0.19,4.94,0.00,39.17,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-04-09,1,JINDALSTEL,SELL,114,242.88,27688.32,0,0.00,28.00,0.85,0.03,0.16,0.00,15.34,44.38,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-04-09,2,KOTAKBANK,BUY,149,224.09,33389.41,0,33.00,0.00,1.03,0.03,0.19,5.01,0.00,39.26,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-04-23,1,INFY,SELL,52,583.71,30352.92,0,0.00,30.00,0.93,0.03,0.17,0.00,15.34,46.47,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-04-23,2,TCS,BUY,20,1712.86,34257.20,0,34.00,0.00,1.05,0.03,0.20,5.14,0.00,40.42,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-06-04,1,TECHM,SELL,54,697.65,37673.10,0,0.00,38.00,1.16,0.04,0.22,0.00,15.34,54.76,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-06-04,2,M&M,BUY,41,908.45,37246.45,0,37.00,0.00,1.14,0.03,0.21,5.59,0.00,43.97,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-07-23,1,M&M,SELL,41,909.55,37291.55,0,0.00,37.00,1.15,0.04,0.21,0.00,15.34,53.74,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-07-23,2,BAJAJFINSV,BUY,56,663.43,37152.08,0,37.00,0.00,1.14,0.03,0.21,5.57,0.00,43.95,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-07-30,1,KOTAKBANK,SELL,149,261.45,38956.05,0,0.00,39.00,1.20,0.04,0.22,0.00,15.34,55.80,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-07-30,2,ASIANPAINT,BUY,27,1434.97,38744.19,0,39.00,0.00,1.19,0.04,0.22,5.81,0.00,46.26,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-08-13,1,ASIANPAINT,SELL,27,1413.29,38158.83,0,0.00,38.11,1.17,0.04,0.22,0.00,15.34,54.88,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-08-13,2,TCS,SELL,20,1996.80,39936.00,0,0.00,39.89,1.23,0.04,0.23,0.00,15.34,56.73,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-08-13,3,SBIN,BUY,132,296.15,39091.80,0,39.04,0.00,1.20,0.04,0.22,5.86,0.00,46.36,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-08-13,4,SUNPHARMA,BUY,70,557.18,39002.60,0,38.96,0.00,1.20,0.04,0.22,5.85,0.00,46.27,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-08-20,1,SBIN,SELL,132,303.95,40121.40,0,0.00,40.00,1.23,0.04,0.23,0.00,15.34,56.84,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-08-20,2,AXISBANK,BUY,64,630.32,40340.48,0,40.00,0.00,1.24,0.04,0.23,6.05,0.00,47.56,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-09-03,1,BAJAJFINSV,SELL,56,676.66,37892.96,0,0.00,38.00,1.16,0.04,0.22,0.00,15.34,54.76,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-09-03,2,ICICIBANK,BUY,110,343.77,37814.70,0,38.00,0.00,1.16,0.04,0.21,5.67,0.00,45.08,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-09-17,1,ICICIBANK,SELL,110,327.14,35985.40,0,0.00,36.00,1.11,0.04,0.21,0.00,15.34,52.70,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-09-17,2,INFY,BUY,48,735.37,35297.76,0,35.00,0.00,1.08,0.03,0.20,5.29,0.00,41.60,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-10-01,1,INFY,SELL,48,737.13,35382.24,0,0.00,35.00,1.08,0.04,0.20,0.00,15.34,51.66,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-10-01,2,TCS,BUY,16,2192.00,35072.00,0,35.00,0.00,1.08,0.03,0.20,5.26,0.00,41.57,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-10-08,1,SUNPHARMA,SELL,70,591.70,41419.00,0,0.00,41.00,1.27,0.04,0.24,0.00,15.34,57.89,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-10-08,2,HCLTECH,BUY,70,535.27,37468.90,0,37.00,0.00,1.15,0.04,0.21,5.62,0.00,44.02,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-10-15,1,HCLTECH,SELL,70,489.76,34283.20,0,0.00,34.12,1.06,0.04,0.19,0.00,15.34,50.75,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-10-15,2,TCS,SELL,16,1939.03,31024.48,0,0.00,30.88,0.95,0.03,0.18,0.00,15.34,47.38,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-10-15,3,ICICIBANK,BUY,110,317.06,34876.60,0,35.09,0.00,1.07,0.03,0.20,5.23,0.00,41.62,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-10-15,4,TECHM,BUY,50,693.85,34692.50,0,34.91,0.00,1.06,0.03,0.20,5.21,0.00,41.41,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-11-12,1,AXISBANK,SELL,64,612.24,39183.36,0,0.00,39.00,1.20,0.04,0.22,0.00,15.34,55.80,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-11-12,2,HINDALCO,BUY,159,238.52,37924.68,0,38.00,0.00,1.17,0.04,0.22,5.69,0.00,45.12,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-11-26,1,HINDALCO,SELL,159,218.99,34819.41,0,0.00,35.00,1.07,0.03,0.20,0.00,15.34,51.64,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-11-26,2,LT,BUY,25,1410.91,35272.75,0,35.00,0.00,1.08,0.04,0.20,5.29,0.00,41.61,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-12-03,1,TECHM,SELL,50,706.45,35322.50,0,0.00,35.00,1.08,0.03,0.20,0.00,15.34,51.65,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-12-03,2,TITAN,BUY,38,933.02,35454.76,0,35.00,0.00,1.09,0.04,0.20,5.32,0.00,41.65,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-01-07,1,LT,SELL,25,1396.30,34907.50,0,0.00,35.00,1.07,0.03,0.20,0.00,15.34,51.64,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-01-07,2,BPCL,BUY,196,180.09,35297.64,0,35.00,0.00,1.09,0.04,0.20,5.29,0.00,41.62,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-01-21,1,ICICIBANK,SELL,110,372.81,41009.10,0,0.00,41.00,1.26,0.04,0.23,0.00,15.34,57.87,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-01-21,2,BAJAJFINSV,BUY,59,625.70,36916.30,0,37.00,0.00,1.13,0.04,0.21,5.54,0.00,43.92,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-02-04,1,BAJAJFINSV,SELL,59,610.78,36036.02,0,0.00,36.00,1.11,0.03,0.20,0.00,15.34,52.68,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-02-04,2,ASIANPAINT,BUY,25,1444.72,36118.00,0,36.00,0.00,1.11,0.04,0.21,5.42,0.00,42.78,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-02-11,1,ASIANPAINT,SELL,25,1447.18,36179.50,0,0.00,36.29,1.11,0.03,0.21,0.00,15.34,52.98,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-02-11,2,BPCL,SELL,196,166.42,32618.32,0,0.00,32.71,1.00,0.03,0.19,0.00,15.34,49.27,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-02-11,3,AXISBANK,BUY,50,720.26,36013.00,0,35.98,0.00,1.10,0.04,0.20,5.40,0.00,42.72,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-02-11,4,INFY,BUY,47,767.28,36062.16,0,36.02,0.00,1.11,0.04,0.20,5.41,0.00,42.78,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-03-11,1,INFY,SELL,47,712.94,33508.18,0,0.00,34.00,1.03,0.04,0.19,0.00,15.34,50.60,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-03-11,2,TECHM,BUY,41,812.41,33308.81,0,33.00,0.00,1.02,0.03,0.19,5.00,0.00,39.24,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-04-01,1,TECHM,SELL,41,782.46,32080.86,0,0.00,32.00,0.98,0.03,0.18,0.00,15.34,48.53,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-04-01,2,HCLTECH,BUY,59,545.27,32170.93,0,32.00,0.00,0.99,0.03,0.19,4.83,0.00,38.04,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-05-06,1,AXISBANK,SELL,50,745.63,37281.50,0,0.00,37.00,1.14,0.03,0.21,0.00,15.34,53.72,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-05-06,2,JINDALSTEL,BUY,214,175.09,37469.26,0,37.00,0.00,1.15,0.04,0.21,5.62,0.00,44.02,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-05-13,1,HCLTECH,SELL,59,543.88,32088.92,0,0.00,32.16,0.99,0.03,0.18,0.00,15.34,48.70,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-05-13,2,TITAN,SELL,38,1124.74,42740.12,0,0.00,42.84,1.31,0.04,0.24,0.00,15.34,59.77,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-05-13,3,BAJAJFINSV,BUY,49,741.99,36357.51,0,36.38,0.00,1.12,0.04,0.21,5.45,0.00,43.20,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-05-13,4,KOTAKBANK,BUY,131,279.34,36593.54,0,36.62,0.00,1.12,0.04,0.21,5.49,0.00,43.48,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-05-20,1,JINDALSTEL,SELL,214,161.92,34650.88,0,0.00,35.00,1.07,0.03,0.20,0.00,15.34,51.64,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-05-20,2,SBIN,BUY,109,332.17,36206.53,0,36.00,0.00,1.11,0.04,0.21,5.43,0.00,42.79,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-05-27,1,KOTAKBANK,SELL,131,301.18,39454.58,0,0.00,39.00,1.21,0.04,0.23,0.00,15.34,55.82,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-05-27,2,BANKBARODA,BUY,287,137.37,39425.19,0,39.00,0.00,1.21,0.04,0.22,5.91,0.00,46.38,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-06-10,1,BANKBARODA,SELL,287,123.24,35369.88,0,0.00,35.00,1.09,0.04,0.20,0.00,15.34,51.67,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-06-10,2,KOTAKBANK,BUY,117,300.81,35194.77,0,35.00,0.00,1.08,0.03,0.20,5.28,0.00,41.59,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-07-15,1,BAJAJFINSV,SELL,49,774.68,37959.32,0,0.00,38.00,1.17,0.04,0.22,0.00,15.34,54.77,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-07-15,2,ICICIBANK,BUY,87,428.61,37289.07,0,37.00,0.00,1.14,0.04,0.21,5.59,0.00,43.98,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-07-22,1,ICICIBANK,SELL,87,409.55,35630.85,0,0.00,36.00,1.09,0.03,0.20,0.00,15.34,52.66,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-07-22,2,INFY,BUY,46,786.34,36171.64,0,36.00,0.00,1.11,0.04,0.21,5.43,0.00,42.79,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-08-13,1,SBIN,SELL,109,290.75,31691.75,0,0.00,32.00,0.97,0.03,0.18,0.00,15.34,48.52,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-08-13,2,ASIANPAINT,BUY,20,1574.29,31485.80,0,31.00,0.00,0.97,0.03,0.18,4.72,0.00,36.90,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-09-03,1,KOTAKBANK,SELL,117,285.66,33422.22,0,0.00,33.00,1.03,0.04,0.19,0.00,15.34,49.60,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2019-09-03,2,SUNPHARMA,BUY,74,450.23,33317.02,0,33.00,0.00,1.02,0.03,0.19,5.00,0.00,39.24,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
