trade_date,sequence,symbol,side,quantity,price,turnover,brokerage,stt_buy,stt_sell,exchange_transaction_charge,sebi_turnover_charge,gst,stamp_duty,dp_charges,total_cost,allocation_note
2016-04-04,1,INFY,BUY,41,607.08,24890.28,0,24.98,0,0.76,0.02,0.14,3.73,0,29.63,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2016-11-15,3,HINDALCO,BUY,201,175.79,35333.79,0,35.55,0.00,1.08,0.03,0.20,5.30,0.00,42.16,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2016-11-15,4,SBIN,BUY,128,275.29,35237.12,0,35.45,0.00,1.08,0.03,0.20,5.29,0.00,42.05,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2016-11-21,1,HINDALCO,SELL,201,166.42,33450.42,0,0.00,33.00,1.03,0.04,0.19,0.00,15.34,49.60,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2016-11-21,2,BANKBARODA,BUY,186,179.64,33413.04,0,33.00,0.00,1.02,0.03,0.19,5.01,0.00,39.25,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2016-11-28,1,BANKBARODA,SELL,186,161.92,30117.12,0,0.00,30.34,0.92,0.03,0.17,0.00,15.34,46.80,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2016-11-28,2,SBIN,SELL,128,253.32,32424.96,0,0.00,32.66,1.00,0.03,0.18,0.00,15.34,49.21,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2016-11-28,3,HINDALCO,BUY,173,180.39,31207.47,0,31.07,0.00,0.96,0.03,0.18,4.68,0.00,36.92,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2016-11-28,4,BAJAJFINSV,BUY,104,298.65,31059.60,0,30.93,0.00,0.95,0.03,0.18,4.66,0.00,36.75,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2016-12-05,1,BAJAJFINSV,SELL,104,298.85,31080.40,0,0.00,31.00,0.96,0.03,0.18,0.00,15.34,47.51,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2016-12-05,2,BPCL,BUY,149,201.73,30057.77,0,30.00,0.00,0.92,0.03,0.17,4.51,0.00,35.63,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2016-12-26,1,BPCL,SELL,149,203.56,30330.44,0,0.00,30.00,0.93,0.03,0.17,0.00,15.34,46.47,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2016-12-26,2,TECHM,BUY,63,463.48,29199.24,0,29.00,0.00,0.90,0.03,0.17,4.38,0.00,34.48,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-01-02,1,HINDALCO,SELL,173,155.77,26948.21,0,0.00,27.00,0.83,0.03,0.15,0.00,15.34,43.35,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-01-02,2,HCLTECH,BUY,70,411.71,28819.70,0,29.00,0.00,0.88,0.03,0.17,4.32,0.00,34.40,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-01-09,1,HCLTECH,SELL,70,403.05,28213.50,0,0.00,28.00,0.87,0.03,0.16,0.00,15.34,44.40,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-01-09,2,ICICIBANK,BUY,120,234.57,28148.40,0,28.00,0.00,0.86,0.03,0.16,4.22,0.00,33.27,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-01-16,1,ICICIBANK,SELL,120,242.97,29156.40,0,0.00,29.00,0.89,0.03,0.16,0.00,15.34,45.42,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-01-16,2,HINDALCO,BUY,170,172.09,29255.30,0,29.00,0.00,0.90,0.03,0.17,4.39,0.00,34.49,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-01-30,1,TECHM,SELL,63,466.77,29406.51,0,0.00,29.00,0.90,0.03,0.17,0.00,15.34,45.44,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-01-30,2,BANKBARODA,BUY,175,167.18,29256.50,0,29.00,0.00,0.90,0.03,0.16,4.39,0.00,34.48,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-02-06,1,HINDALCO,SELL,170,192.40,32708.00,0,0.00,33.00,1.01,0.04,0.19,0.00,15.34,49.58,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-02-06,2,JINDALSTEL,BUY,351,93.15,32695.65,0,33.00,0.00,1.00,0.03,0.18,4.90,0.00,39.11,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-02-13,1,BANKBARODA,SELL,175,182.71,31974.25,0,0.00,32.00,0.98,0.03,0.18,0.00,15.34,48.53,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-02-13,2,TITAN,BUY,73,432.22,31552.06,0,32.00,0.00,0.97,0.03,0.18,4.73,0.00,37.91,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-03-20,1,TITAN,SELL,73,465.72,33997.56,0,0.00,34.00,1.04,0.03,0.19,0.00,15.34,50.60,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-03-20,2,BAJAJFINSV,BUY,86,397.20,34159.20,0,34.00,0.00,1.05,0.04,0.20,5.12,0.00,40.41,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-05-08,1,JINDALSTEL,SELL,351,108.25,37995.75,0,0.00,38.00,1.17,0.04,0.22,0.00,15.34,54.77,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-05-08,2,TITAN,BUY,77,490.35,37756.95,0,38.00,0.00,1.16,0.04,0.21,5.66,0.00,45.07,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-05-15,1,BAJAJFINSV,SELL,86,442.48,38053.28,0,0.00,38.18,1.17,0.03,0.22,0.00,15.34,54.94,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-05-15,2,TITAN,SELL,77,489.41,37684.57,0,0.00,37.82,1.16,0.04,0.21,0.00,15.34,54.57,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-05-15,3,JINDALSTEL,BUY,336,112.96,37954.56,0,38.06,0.00,1.16,0.04,0.22,5.69,0.00,45.17,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-05-15,4,KOTAKBANK,BUY,198,191.10,37837.80,0,37.94,0.00,1.16,0.04,0.21,5.68,0.00,45.03,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-05-29,1,JINDALSTEL,SELL,336,126.94,42651.84,0,0.00,43.00,1.31,0.04,0.24,0.00,15.34,59.93,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-05-29,2,LT,BUY,34,1189.86,40455.24,0,40.00,0.00,1.24,0.04,0.23,6.07,0.00,47.58,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-06-05,1,KOTAKBANK,SELL,198,193.08,38229.84,0,0.00,38.00,1.17,0.04,0.22,0.00,15.34,54.77,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-06-05,2,MARUTI,BUY,5,7143.37,35716.85,0,36.00,0.00,1.10,0.03,0.20,5.36,0.00,42.69,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-06-12,1,LT,SELL,34,1184.61,40276.74,0,0.00,40.00,1.24,0.04,0.23,0.00,15.34,56.85,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-06-12,2,HDFCBANK,BUY,98,416.21,40788.58,0,41.00,0.00,1.25,0.04,0.23,6.12,0.00,48.64,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-06-19,1,HDFCBANK,SELL,98,417.54,40918.92,0,0.00,41.00,1.26,0.04,0.23,0.00,15.34,57.87,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-06-19,2,ICICIBANK,BUY,140,289.24,40493.60,0,40.00,0.00,1.24,0.04,0.23,6.07,0.00,47.58,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-06-27,1,ICICIBANK,SELL,140,292.85,40999.00,0,0.00,41.00,1.26,0.04,0.23,0.00,15.34,57.87,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-06-27,2,HDFCBANK,BUY,96,422.46,40556.16,0,41.00,0.00,1.24,0.04,0.23,6.08,0.00,48.59,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-07-17,1,HDFCBANK,SELL,96,420.43,40361.28,0,0.00,40.00,1.24,0.04,0.23,0.00,15.34,56.85,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-07-17,2,JINDALSTEL,BUY,300,138.07,41421.00,0,41.00,0.00,1.27,0.04,0.24,6.21,0.00,48.76,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-07-24,1,MARUTI,SELL,5,7550.22,37751.10,0,0.00,38.00,1.16,0.04,0.22,0.00,15.34,54.76,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-07-24,2,ICICIBANK,BUY,135,302.35,40817.25,0,41.00,0.00,1.25,0.04,0.23,6.12,0.00,48.64,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-07-31,1,ICICIBANK,SELL,135,298.70,40324.50,0,0.00,40.00,1.24,0.04,0.23,0.00,15.34,56.85,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-07-31,2,HDFCBANK,BUY,90,444.61,40014.90,0,40.00,0.00,1.23,0.04,0.23,6.00,0.00,47.50,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-08-07,1,HDFCBANK,SELL,90,446.28,40165.20,0,0.00,40.00,1.24,0.04,0.23,0.00,15.34,56.85,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-08-07,2,TITAN,BUY,66,608.30,40147.80,0,40.00,0.00,1.23,0.04,0.23,6.02,0.00,47.52,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-08-14,1,JINDALSTEL,SELL,300,130.93,39279.00,0,0.00,39.00,1.21,0.04,0.22,0.00,15.34,55.81,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-08-14,2,BAJAJFINSV,BUY,78,505.25,39409.50,0,39.00,0.00,1.21,0.04,0.23,5.91,0.00,46.39,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-09-04,1,TITAN,SELL,66,609.70,40240.20,0,0.00,40.00,1.24,0.04,0.23,0.00,15.34,56.85,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-09-04,2,HINDALCO,BUY,164,244.57,40109.48,0,40.00,0.00,1.23,0.04,0.23,6.02,0.00,47.52,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-10-03,1,HINDALCO,SELL,164,242.38,39750.32,0,0.00,40.00,1.22,0.04,0.22,0.00,15.34,56.82,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-10-03,2,TECHM,BUY,87,457.03,39761.61,0,40.00,0.00,1.22,0.04,0.23,5.96,0.00,47.45,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-10-09,1,TECHM,SELL,87,453.77,39477.99,0,0.00,39.00,1.21,0.04,0.23,0.00,15.34,55.82,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-10-09,2,HINDALCO,BUY,157,250.58,39341.06,0,39.00,0.00,1.21,0.04,0.22,5.90,0.00,46.37,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-10-16,1,BAJAJFINSV,SELL,78,542.63,42325.14,0,0.00,42.00,1.30,0.04,0.24,0.00,15.34,58.92,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-10-16,2,TECHM,BUY,88,475.09,41807.92,0,42.00,0.00,1.28,0.04,0.24,6.27,0.00,49.83,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-10-23,1,TECHM,SELL,88,456.77,40195.76,0,0.00,40.00,1.23,0.04,0.23,0.00,15.34,56.84,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-10-23,2,JINDALSTEL,BUY,253,160.18,40525.54,0,41.00,0.00,1.25,0.04,0.23,6.08,0.00,48.60,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-10-30,1,JINDALSTEL,SELL,253,166.92,42230.76,0,0.00,42.00,1.30,0.04,0.24,0.00,15.34,58.92,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-10-30,2,TECHM,BUY,88,474.29,41737.52,0,42.00,0.00,1.28,0.04,0.24,6.26,0.00,49.82,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-11-06,1,TECHM,SELL,88,461.77,40635.76,0,0.00,41.00,1.25,0.04,0.23,0.00,15.34,57.86,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-11-06,2,JINDALSTEL,BUY,252,162.13,40856.76,0,41.00,0.00,1.25,0.04,0.23,6.13,0.00,48.65,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-11-13,1,HINDALCO,SELL,157,263.87,41427.59,0,0.00,41.00,1.27,0.04,0.24,0.00,15.34,57.89,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-11-13,2,TITAN,BUY,53,780.39,41360.67,0,41.00,0.00,1.27,0.04,0.23,6.20,0.00,48.74,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-11-20,1,JINDALSTEL,SELL,252,163.92,41307.84,0,0.00,41.00,1.27,0.04,0.24,0.00,15.34,57.89,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-11-20,2,BANKBARODA,BUY,224,183.89,41191.36,0,41.00,0.00,1.26,0.04,0.23,6.18,0.00,48.71,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-11-27,1,BANKBARODA,SELL,224,175.91,39403.84,0,0.00,39.00,1.21,0.04,0.23,0.00,15.34,55.82,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-11-27,2,JINDALSTEL,BUY,227,173.34,39348.18,0,39.00,0.00,1.21,0.04,0.22,5.90,0.00,46.37,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-12-04,1,JINDALSTEL,SELL,227,167.62,38049.74,0,0.00,38.00,1.17,0.04,0.22,0.00,15.34,54.77,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-12-04,2,BANKBARODA,BUY,224,168.73,37795.52,0,38.00,0.00,1.16,0.04,0.21,5.67,0.00,45.08,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-12-18,1,BANKBARODA,SELL,224,163.92,36718.08,0,0.00,37.00,1.13,0.04,0.21,0.00,15.34,53.72,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-12-18,2,SBIN,BUY,119,308.15,36669.85,0,37.00,0.00,1.12,0.03,0.21,5.50,0.00,43.86,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-12-26,1,SBIN,SELL,119,318.44,37894.36,0,0.00,38.00,1.17,0.04,0.22,0.00,15.34,54.77,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2017-12-26,2,JINDALSTEL,BUY,205,184.69,37861.45,0,38.00,0.00,1.16,0.04,0.21,5.68,0.00,45.09,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-02-05,1,TITAN,SELL,53,809.60,42908.80,0,0.00,43.00,1.32,0.05,0.25,0.00,15.34,59.96,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-02-05,2,TECHM,BUY,70,610.20,42714.00,0,43.00,0.00,1.31,0.04,0.24,6.41,0.00,51.00,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-03-26,1,JINDALSTEL,SELL,205,214.84,44042.20,0,0.00,44.00,1.35,0.05,0.25,0.00,15.34,60.99,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-03-26,2,INFY,BUY,75,583.74,43780.50,0,44.00,0.00,1.35,0.04,0.25,6.57,0.00,52.21,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-04-02,1,INFY,SELL,75,570.21,42765.75,0,0.00,43.00,1.31,0.05,0.25,0.00,15.34,59.95,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-04-02,2,TITAN,BUY,45,943.57,42460.65,0,42.00,0.00,1.31,0.04,0.24,6.37,0.00,49.96,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-04-09,1,TITAN,SELL,45,949.53,42728.85,0,0.00,43.00,1.31,0.04,0.24,0.00,15.34,59.93,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-04-09,2,KOTAKBANK,BUY,192,224.09,43025.28,0,43.00,0.00,1.32,0.05,0.25,6.45,0.00,51.07,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-04-16,1,KOTAKBANK,SELL,192,229.39,44042.88,0,0.00,44.00,1.35,0.05,0.25,0.00,15.34,60.99,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-04-16,2,TCS,BUY,28,1558.78,43645.84,0,44.00,0.00,1.34,0.04,0.25,6.55,0.00,52.18,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-04-30,1,TCS,SELL,28,1725.11,48303.08,0,0.00,48.00,1.48,0.05,0.28,0.00,15.34,65.15,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-04-30,2,M&M,BUY,55,864.83,47565.65,0,48.00,0.00,1.46,0.05,0.27,7.13,0.00,56.91,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-05-07,1,M&M,SELL,55,861.57,47386.35,0,0.00,47.19,1.46,0.04,0.27,0.00,15.34,64.30,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-05-07,2,TECHM,SELL,70,671.41,46998.70,0,0.00,46.81,1.44,0.05,0.27,0.00,15.34,63.91,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-05-07,3,TITAN,BUY,49,962.48,47161.52,0,47.23,0.00,1.45,0.05,0.27,7.08,0.00,56.08,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-05-07,4,KOTAKBANK,BUY,193,247.12,47694.16,0,47.77,0.00,1.46,0.05,0.27,7.15,0.00,56.70,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-05-21,1,TITAN,SELL,49,940.13,46066.37,0,0.00,46.00,1.42,0.05,0.26,0.00,15.34,63.07,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-05-21,2,TECHM,BUY,66,692.35,45695.10,0,46.00,0.00,1.40,0.04,0.26,6.85,0.00,54.55,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-05-28,1,TECHM,SELL,66,713.59,47096.94,0,0.00,47.00,1.45,0.05,0.27,0.00,15.34,64.11,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-05-28,2,TCS,BUY,26,1809.15,47037.90,0,47.00,0.00,1.44,0.04,0.27,7.06,0.00,55.81,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-06-04,1,TCS,SELL,26,1744.13,45347.38,0,0.00,45.00,1.39,0.04,0.26,0.00,15.34,62.03,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-06-04,2,M&M,BUY,50,908.45,45422.50,0,45.00,0.00,1.40,0.05,0.26,6.81,0.00,53.52,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-06-18,1,M&M,SELL,50,914.54,45727.00,0,0.00,46.00,1.40,0.05,0.26,0.00,15.34,63.05,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-06-18,2,TCS,BUY,24,1868.88,44853.12,0,45.00,0.00,1.38,0.04,0.26,6.73,0.00,53.41,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-07-23,1,KOTAKBANK,SELL,193,265.87,51312.91,0,0.00,51.15,1.58,0.05,0.28,0.00,15.34,68.40,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-07-23,2,TCS,SELL,24,2000.00,48000.00,0,0.00,47.85,1.47,0.05,0.28,0.00,15.34,64.99,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-07-23,3,BAJAJFINSV,BUY,75,663.43,49757.25,0,49.93,0.00,1.53,0.05,0.29,7.46,0.00,59.26,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-07-23,4,ASIANPAINT,BUY,35,1425.81,49903.35,0,50.07,0.00,1.53,0.05,0.29,7.49,0.00,59.43,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-08-06,1,ASIANPAINT,SELL,35,1419.29,49675.15,0,0.00,50.00,1.53,0.05,0.28,0.00,15.34,67.20,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-08-06,2,SUNPHARMA,BUY,85,586.79,49877.15,0,50.00,0.00,1.53,0.05,0.29,7.48,0.00,59.35,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-08-13,1,SUNPHARMA,SELL,85,556.62,47312.70,0,0.00,47.00,1.45,0.05,0.27,0.00,15.34,64.11,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-08-13,2,SBIN,BUY,159,296.15,47087.85,0,47.00,0.00,1.45,0.04,0.27,7.06,0.00,55.82,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-08-20,1,SBIN,SELL,159,303.95,48328.05,0,0.00,48.00,1.48,0.05,0.28,0.00,15.34,65.15,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-08-20,2,SUNPHARMA,BUY,77,625.31,48148.87,0,48.00,0.00,1.48,0.05,0.27,7.22,0.00,57.02,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-09-03,1,BAJAJFINSV,SELL,75,676.66,50749.50,0,0.00,51.00,1.56,0.05,0.29,0.00,15.34,68.24,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-09-03,2,AXISBANK,BUY,77,655.78,50495.06,0,50.00,0.00,1.55,0.05,0.29,7.57,0.00,59.46,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-09-24,1,SUNPHARMA,SELL,77,637.68,49101.36,0,0.00,49.00,1.50,0.05,0.28,0.00,15.34,66.17,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-09-24,2,HCLTECH,BUY,88,543.22,47803.36,0,48.00,0.00,1.47,0.05,0.27,7.17,0.00,56.96,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-10-01,1,HCLTECH,SELL,88,542.33,47725.04,0,0.00,48.00,1.47,0.05,0.27,0.00,15.34,65.13,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-10-01,2,TCS,BUY,22,2192.00,48224.00,0,48.00,0.00,1.48,0.05,0.28,7.23,0.00,57.04,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-10-08,1,AXISBANK,SELL,77,569.72,43868.44,0,0.00,43.82,1.34,0.04,0.25,0.00,15.34,60.79,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-10-08,2,TCS,SELL,22,2101.60,46235.20,0,0.00,46.18,1.42,0.05,0.26,0.00,15.34,63.25,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2018-10-08,3,HCLTECH,BUY,85,535.27,45497.95,0,45.65,0.00,1.40,0.05,0.26,6.82,0.00,54.18,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
