trade_date,sequence,symbol,side,quantity,price,turnover,brokerage,stt_buy,stt_sell,exchange_transaction_charge,sebi_turnover_charge,gst,stamp_duty,dp_charges,total_cost,allocation_note
2022-04-11,2,BANKBARODA,SELL,2,120.69,241.38,0,0,0.30,0.01,0,0,0,15.34,15.65,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-04-18,1,HINDALCO,BUY,1,545.22,545.22,0,1.00,0,0.02,0,0,0.08,0,1.10,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-04-25,1,HINDALCO,SELL,16,502.40,8038.40,0,0.00,8.00,0.25,0.01,0.04,0.00,15.34,23.64,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-04-25,2,BANKBARODA,BUY,1,110.41,110.41,0,0.11,0.00,0.00,0.00,0.00,0.02,0.00,0.13,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-04-25,3,SUNPHARMA,BUY,9,916.01,8244.09,0,7.89,0.00,0.25,0.01,0.05,1.23,0.00,9.43,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-05-09,1,BANKBARODA,BUY,2,104.00,208.00,0,0,0,0.01,0,0,0.03,0,0.04,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-05-16,1,BANKBARODA,SELL,78,95.95,7484.10,0,0.00,7.00,0.23,0.01,0.05,0.00,15.34,22.63,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-05-16,2,M&M,BUY,8,895.45,7163.60,0,7.52,0.00,0.22,0.01,0.04,1.07,0.00,8.86,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-05-16,3,JINDALSTEL,BUY,1,456.18,456.18,0,0.48,0.00,0.01,0.00,0.00,0.07,0.00,0.56,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-05-30,1,JINDALSTEL,BUY,2,401.20,802.40,0,1.00,0,0.02,0,0,0.12,0,1.14,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-06-06,1,JINDALSTEL,SELL,19,360.82,6855.58,0,0.00,7.03,0.20,0.00,0.05,0.00,15.34,22.62,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-06-06,2,SUNPHARMA,SELL,9,864.57,7781.13,0,0.00,7.97,0.24,0.01,0.04,0.00,15.34,23.60,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-06-06,3,ICICIBANK,BUY,10,740.57,7405.70,0,7.36,0.00,0.23,0.01,0.04,1.11,0.00,8.75,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-06-06,4,MARUTI,BUY,1,7693.85,7693.85,0,7.64,0.00,0.24,0.01,0.04,1.15,0.00,9.08,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-06-13,1,ICICIBANK,BUY,1,702.60,702.60,0,1.00,0,0.02,0,0,0.11,0,1.13,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-07-18,1,M&M,SELL,1,1178.91,1178.91,0,0,1.00,0.04,0,0.01,0,15.34,16.39,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-08-16,1,MARUTI,SELL,1,8732.78,8732.78,0,0.00,9.08,0.26,0.01,0.05,0.00,15.34,24.74,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-08-16,2,ICICIBANK,SELL,1,881.01,881.01,0,0.00,0.92,0.03,0.00,0.00,0.00,15.34,16.29,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-08-16,3,BANKBARODA,BUY,70,124.06,8684.20,0,9.00,0.00,0.27,0.01,0.05,1.30,0.00,10.63,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-08-22,1,BANKBARODA,BUY,3,120.06,360.18,0,0,0,0.01,0,0,0.05,0,0.06,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-08-29,1,BANKBARODA,SELL,2,123.99,247.98,0,0,0,0.01,0,0,0,15.34,15.35,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-09-05,1,ICICIBANK,SELL,10,871.11,8711.10,0,0.00,9.00,0.26,0.01,0.05,0.00,15.34,24.66,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-09-05,2,BAJAJFINSV,BUY,5,1742.87,8714.35,0,9.00,0.00,0.27,0.01,0.05,1.31,0.00,10.64,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-09-12,1,BANKBARODA,SELL,2,138.93,277.86,0,0,0,0.01,0,0,0,15.34,15.35,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-09-19,1,M&M,SELL,7,1259.27,8814.89,0,0.00,9.00,0.27,0.01,0.05,0.00,15.34,24.67,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-09-19,2,BANKBARODA,BUY,1,136.87,136.87,0,0.14,0.00,0.00,0.00,0.00,0.02,0.00,0.16,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-09-19,3,JINDALSTEL,BUY,22,438.22,9640.84,0,9.86,0.00,0.30,0.01,0.06,1.45,0.00,11.68,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-09-26,1,BANKBARODA,BUY,2,130.07,260.14,0,0,0,0.01,0,0,0.04,0,0.05,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-10-03,1,BANKBARODA,SELL,1,131.83,131.83,0,0,0,0,0,0,0,15.34,15.34,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-10-10,1,JINDALSTEL,SELL,1,436.78,436.78,0,0,0.62,0.01,0,0,0,15.34,15.97,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-10-10,2,BANKBARODA,SELL,2,132.38,264.76,0,0,0.38,0.01,0,0,0,15.34,15.73,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-10-25,1,BANKBARODA,SELL,5,144.23,721.15,0,0,1.00,0.02,0,0,0,15.34,16.36,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-11-07,1,BANKBARODA,SELL,1,158.92,158.92,0,0,0,0,0,0,0,15.34,15.34,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-11-14,1,BAJAJFINSV,SELL,5,1723.14,8615.70,0,0.00,8.21,0.26,0.01,0.05,0.00,15.34,23.87,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-11-14,2,BANKBARODA,SELL,2,162.17,324.34,0,0.00,0.31,0.01,0.00,0.00,0.00,15.34,15.66,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-11-14,3,JINDALSTEL,SELL,1,501.75,501.75,0,0.00,0.48,0.02,0.00,0.00,0.00,15.34,15.84,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-11-14,4,SBIN,BUY,16,604.25,9668.00,0,10.00,0.00,0.30,0.01,0.06,1.45,0.00,11.82,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-11-21,1,BANKBARODA,BUY,1,162.78,162.78,0,0,0,0,0,0,0.02,0,0.02,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-11-28,1,BANKBARODA,BUY,2,168.53,337.06,0,0.36,0,0.01,0,0.00,0.05,0,0.42,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-11-28,2,SBIN,BUY,1,605.90,605.90,0,0.64,0,0.02,0,0.01,0.09,0,0.76,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-12-12,1,BANKBARODA,SELL,6,188.41,1130.46,0,0,1.00,0.03,0,0.01,0,15.34,16.38,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-12-19,1,SBIN,SELL,17,603.70,10262.90,0,0.00,10.00,0.31,0.01,0.06,0.00,15.34,25.72,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-12-19,2,AXISBANK,BUY,11,935.57,10291.27,0,10.00,0.00,0.32,0.01,0.06,1.54,0.00,11.93,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-12-26,1,BANKBARODA,BUY,2,169.13,338.26,0,0,0,0.01,0,0,0.05,0,0.06,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
