trade_date,sequence,symbol,side,quantity,price,turnover,brokerage,stt_buy,stt_sell,exchange_transaction_charge,sebi_turnover_charge,gst,stamp_duty,dp_charges,total_cost,allocation_note
2022-02-21,2,AXISBANK,BUY,28,783.94,21950.32,0,22.00,0.00,0.67,0.02,0.12,3.29,0.00,26.10,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-02-28,1,AXISBANK,SELL,28,749.53,20986.84,0,0,21.06,0.64,0.03,0.12,0,15.34,37.19,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-02-28,2,BANKBARODA,SELL,212,104.45,22143.40,0,0,22.23,0.68,0.02,0.13,0,15.34,38.40,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-02-28,3,HINDALCO,SELL,44,536.73,23616.12,0,0,23.71,0.73,0.02,0.13,0,15.34,39.93,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-03-21,1,BANKBARODA,BUY,207,107.95,22345.65,0,22.39,0,0.69,0.03,0.12,3.35,0,26.58,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-03-21,2,HINDALCO,BUY,38,584.29,22203.02,0,22.25,0,0.68,0.02,0.13,3.33,0,26.41,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-03-21,3,JINDALSTEL,BUY,46,485.19,22318.74,0,22.36,0,0.68,0.02,0.13,3.35,0,26.54,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-04-25,1,HINDALCO,SELL,38,502.40,19091.20,0,0.00,19.00,0.59,0.02,0.11,0.00,15.34,35.06,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-04-25,2,SUNPHARMA,BUY,20,916.01,18320.20,0,18.00,0.00,0.56,0.02,0.10,2.75,0.00,21.43,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-05-09,1,BANKBARODA,SELL,207,103.90,21507.30,0,0,21.68,0.66,0.02,0.12,0,15.34,37.82,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-05-09,2,JINDALSTEL,SELL,46,492.25,22643.50,0,0,22.83,0.70,0.02,0.13,0,15.34,39.02,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-05-09,3,SUNPHARMA,SELL,20,867.62,17352.40,0,0,17.49,0.53,0.02,0.10,0,15.34,33.48,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-08-01,1,M&M,BUY,17,1189.99,20229.83,0,20.07,0,0.62,0.02,0.11,3.03,0,23.85,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-08-01,2,MARUTI,BUY,2,8854.43,17708.86,0,17.57,0,0.54,0.02,0.10,2.66,0,20.89,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-08-01,3,ICICIBANK,BUY,25,821.11,20527.75,0,20.36,0,0.63,0.02,0.12,3.08,0,24.21,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-08-16,1,MARUTI,SELL,2,8732.78,17465.56,0,0.00,17.00,0.53,0.02,0.10,0.00,15.34,32.99,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-08-16,2,BANKBARODA,BUY,170,124.06,21090.20,0,21.00,0.00,0.65,0.02,0.12,3.16,0.00,24.95,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-09-05,1,ICICIBANK,SELL,25,871.11,21777.75,0,0.00,22.00,0.67,0.02,0.12,0.00,15.34,38.15,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-09-05,2,BAJAJFINSV,BUY,12,1742.87,20914.44,0,21.00,0.00,0.64,0.02,0.12,3.14,0.00,24.92,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-09-19,1,M&M,SELL,17,1259.27,21407.59,0,0.00,21.00,0.66,0.02,0.12,0.00,15.34,37.14,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-09-19,2,JINDALSTEL,BUY,50,438.22,21911.00,0,22.00,0.00,0.67,0.02,0.13,3.29,0.00,26.11,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-11-14,1,BAJAJFINSV,SELL,12,1723.14,20677.68,0,0.00,21.00,0.64,0.02,0.12,0.00,15.34,37.12,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-11-14,2,SBIN,BUY,34,604.25,20544.50,0,21.00,0.00,0.63,0.02,0.12,3.08,0.00,24.85,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-12-19,1,SBIN,SELL,34,603.70,20525.80,0,0.00,21.00,0.63,0.02,0.11,0.00,15.34,37.10,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
2022-12-19,2,AXISBANK,BUY,22,935.57,20582.54,0,21.00,0.00,0.63,0.02,0.12,3.09,0.00,24.86,REPORTING ALLOCATION; DAILY TOTAL IS AUTHORITATIVE
